student_no,raw_score,exam_round,year,grade,subject,student_id,scaled,course_name,name,time_label
,71.0,1,2022,中2,,1807,0.71,2022年度2年A組数学[中学],Benesse模試1回,2022年度 中2 第1回
,68.0,1,2022,中2,,1813,0.68,2022年度2年A組数学[中学],Benesse模試1回,2022年度 中2 第1回
,71.0,1,2022,中2,,1816,0.71,2022年度2年A組数学[中学],Benesse模試1回,2022年度 中2 第1回
,63.0,1,2022,中2,,1819,0.63,2022年度2年A組数学[中学],Benesse模試1回,2022年度 中2 第1回
,64.0,1,2022,中2,,1821,0.64,2022年度2年A組数学[中学],Benesse模試1回,2022年度 中2 第1回
,59.0,1,2022,中2,,1823,0.59,2022年度2年A組数学[中学],Benesse模試1回,2022年度 中2 第1回
,80.0,1,2022,中2,,1711,0.8,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,61.0,1,2022,中2,,1716,0.61,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,78.0,1,2022,中2,,1717,0.78,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,76.0,1,2022,中2,,1723,0.76,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,73.0,1,2022,中2,,1729,0.73,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,63.0,1,2022,中2,,1732,0.63,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,75.0,1,2022,中2,,1737,0.75,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,81.0,1,2022,中2,,1739,0.81,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,69.0,1,2022,中2,,1742,0.69,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,87.0,1,2022,中2,,1748,0.87,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,69.0,1,2022,中2,,1752,0.69,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,91.0,1,2022,中2,,1755,0.91,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,77.0,1,2022,中2,,1757,0.77,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,68.0,1,2022,中2,,1758,0.68,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,57.99999999999999,1,2022,中2,,1760,0.58,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,63.0,1,2022,中2,,1764,0.63,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,74.0,1,2022,中2,,1765,0.74,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,81.0,1,2022,中2,,1769,0.81,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,75.0,1,2022,中2,,1770,0.75,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,76.0,1,2022,中2,,1772,0.76,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,40.0,1,2022,中2,,1774,0.4,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,28.000000000000004,1,2022,中2,,1777,0.28,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,88.0,1,2022,中2,,1781,0.88,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,40.0,1,2022,中2,,1785,0.4,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,79.0,1,2022,中2,,1787,0.79,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,65.0,1,2022,中2,,1788,0.65,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,65.0,1,2022,中2,,1793,0.65,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,73.0,1,2022,中2,,1804,0.73,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,89.0,1,2022,中2,,1809,0.89,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,72.0,1,2022,中2,,1812,0.72,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,83.0,1,2022,中2,,1814,0.83,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,55.00000000000001,1,2022,中2,,1815,0.55,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,63.0,1,2022,中2,,1817,0.63,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,59.0,1,2022,中2,,1818,0.59,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,85.0,1,2022,中2,,1820,0.85,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,61.0,1,2022,中2,,1822,0.61,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,64.0,1,2022,中2,,1824,0.64,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,71.0,1,2022,中2,,1825,0.71,2022年度2年B組数学[中学],Benesse模試1回,2022年度 中2 第1回
,68.0,1,2022,中2,,1707,0.68,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,71.0,1,2022,中2,,1709,0.71,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,71.0,1,2022,中2,,1712,0.71,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,76.0,1,2022,中2,,1713,0.76,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,60.0,1,2022,中2,,1714,0.6,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,81.0,1,2022,中2,,1719,0.81,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,70.0,1,2022,中2,,1720,0.7,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,79.0,1,2022,中2,,1721,0.79,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,87.0,1,2022,中2,,1724,0.87,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,86.0,1,2022,中2,,1725,0.86,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,60.0,1,2022,中2,,1727,0.6,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,63.0,1,2022,中2,,1733,0.63,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,80.0,1,2022,中2,,1738,0.8,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,84.0,1,2022,中2,,1743,0.84,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,67.0,1,2022,中2,,1744,0.67,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,71.0,1,2022,中2,,1746,0.71,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,71.0,1,2022,中2,,1747,0.71,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,65.0,1,2022,中2,,1749,0.65,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,64.0,1,2022,中2,,1751,0.64,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,69.0,1,2022,中2,,1754,0.69,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,60.0,1,2022,中2,,1756,0.6,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,68.0,1,2022,中2,,1761,0.68,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,62.0,1,2022,中2,,1762,0.62,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,33.0,1,2022,中2,,1775,0.33,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,65.0,1,2022,中2,,1778,0.65,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,78.0,1,2022,中2,,1779,0.78,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,80.0,1,2022,中2,,1782,0.8,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,71.0,1,2022,中2,,1783,0.71,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,68.0,1,2022,中2,,1786,0.68,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,75.0,1,2022,中2,,1790,0.75,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,71.0,1,2022,中2,,1794,0.71,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,73.0,1,2022,中2,,1795,0.73,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,57.99999999999999,1,2022,中2,,1799,0.58,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,61.0,1,2022,中2,,1801,0.61,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,74.0,1,2022,中2,,1803,0.74,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,71.0,1,2022,中2,,1808,0.71,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,56.99999999999999,1,2022,中2,,1810,0.57,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,68.0,1,2022,中2,,1811,0.68,2022年度2年C組数学[中学],Benesse模試1回,2022年度 中2 第1回
,74.0,2,2022,中2,,1706,0.74,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,83.0,2,2022,中2,,1708,0.83,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,56.00000000000001,2,2022,中2,,1710,0.56,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,86.0,2,2022,中2,,1715,0.86,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,68.0,2,2022,中2,,1718,0.68,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,86.0,2,2022,中2,,1722,0.86,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,75.0,2,2022,中2,,1730,0.75,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,77.0,2,2022,中2,,1731,0.77,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,60.0,2,2022,中2,,1734,0.6,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,83.0,2,2022,中2,,1735,0.83,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,77.0,2,2022,中2,,1736,0.77,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,61.0,2,2022,中2,,1740,0.61,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,72.0,2,2022,中2,,1745,0.72,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,63.0,2,2022,中2,,1750,0.63,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,56.00000000000001,2,2022,中2,,1753,0.56,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,65.0,2,2022,中2,,1759,0.65,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,65.0,2,2022,中2,,1763,0.65,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,60.0,2,2022,中2,,1767,0.6,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,73.0,2,2022,中2,,1768,0.73,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,81.0,2,2022,中2,,1771,0.81,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,85.0,2,2022,中2,,1773,0.85,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,81.0,2,2022,中2,,1784,0.81,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,70.0,2,2022,中2,,1789,0.7,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,76.0,2,2022,中2,,1791,0.76,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,79.0,2,2022,中2,,1792,0.79,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,71.0,2,2022,中2,,1796,0.71,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,67.0,2,2022,中2,,1797,0.67,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,85.0,2,2022,中2,,1798,0.85,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,66.0,2,2022,中2,,1800,0.66,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,67.0,2,2022,中2,,1802,0.67,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,64.0,2,2022,中2,,1805,0.64,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,99.0,2,2022,中2,,1806,0.99,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,59.0,2,2022,中2,,1807,0.59,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,91.0,2,2022,中2,,1813,0.91,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,79.0,2,2022,中2,,1816,0.79,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,76.0,2,2022,中2,,1819,0.76,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,77.0,2,2022,中2,,1821,0.77,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,71.0,2,2022,中2,,1823,0.71,2022年度2年A組数学[中学],Benesse模試2回,2022年度 中2 第2回
,83.0,2,2022,中2,,1711,0.83,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,65.0,2,2022,中2,,1716,0.65,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,70.0,2,2022,中2,,1717,0.7,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,76.0,2,2022,中2,,1723,0.76,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,82.0,2,2022,中2,,1729,0.82,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,84.0,2,2022,中2,,1732,0.84,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,87.0,2,2022,中2,,1737,0.87,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,79.0,2,2022,中2,,1739,0.79,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,69.0,2,2022,中2,,1742,0.69,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,93.0,2,2022,中2,,1748,0.93,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,80.0,2,2022,中2,,1752,0.8,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,100.0,2,2022,中2,,1755,1.0,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,85.0,2,2022,中2,,1757,0.85,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,88.0,2,2022,中2,,1758,0.88,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,69.0,2,2022,中2,,1760,0.69,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,60.0,2,2022,中2,,1764,0.6,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,75.0,2,2022,中2,,1765,0.75,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,95.0,2,2022,中2,,1769,0.95,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,82.0,2,2022,中2,,1770,0.82,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,56.00000000000001,2,2022,中2,,1772,0.56,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,46.0,2,2022,中2,,1774,0.46,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,49.0,2,2022,中2,,1777,0.49,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,89.0,2,2022,中2,,1781,0.89,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,68.0,2,2022,中2,,1785,0.68,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,63.0,2,2022,中2,,1787,0.63,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,96.0,2,2022,中2,,1788,0.96,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,69.0,2,2022,中2,,1793,0.69,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,81.0,2,2022,中2,,1804,0.81,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,100.0,2,2022,中2,,1809,1.0,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,78.0,2,2022,中2,,1812,0.78,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,79.0,2,2022,中2,,1814,0.79,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,83.0,2,2022,中2,,1815,0.83,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,89.0,2,2022,中2,,1817,0.89,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,69.0,2,2022,中2,,1818,0.69,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,59.0,2,2022,中2,,1820,0.59,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,67.0,2,2022,中2,,1822,0.67,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,64.0,2,2022,中2,,1824,0.64,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,61.0,2,2022,中2,,1825,0.61,2022年度2年B組数学[中学],Benesse模試2回,2022年度 中2 第2回
,74.0,2,2022,中2,,1707,0.74,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,81.0,2,2022,中2,,1709,0.81,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,74.0,2,2022,中2,,1712,0.74,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,80.0,2,2022,中2,,1713,0.8,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,74.0,2,2022,中2,,1714,0.74,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,79.0,2,2022,中2,,1719,0.79,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,57.99999999999999,2,2022,中2,,1720,0.58,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,85.0,2,2022,中2,,1721,0.85,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,90.0,2,2022,中2,,1724,0.9,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,93.0,2,2022,中2,,1725,0.93,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,72.0,2,2022,中2,,1727,0.72,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,73.0,2,2022,中2,,1733,0.73,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,84.0,2,2022,中2,,1738,0.84,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,84.0,2,2022,中2,,1743,0.84,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,59.0,2,2022,中2,,1744,0.59,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,72.0,2,2022,中2,,1746,0.72,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,77.0,2,2022,中2,,1747,0.77,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,76.0,2,2022,中2,,1749,0.76,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,72.0,2,2022,中2,,1751,0.72,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,83.0,2,2022,中2,,1754,0.83,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,69.0,2,2022,中2,,1756,0.69,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,60.0,2,2022,中2,,1761,0.6,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,77.0,2,2022,中2,,1762,0.77,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,67.0,2,2022,中2,,1775,0.67,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,80.0,2,2022,中2,,1778,0.8,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,85.0,2,2022,中2,,1779,0.85,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,80.0,2,2022,中2,,1782,0.8,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,78.0,2,2022,中2,,1783,0.78,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,75.0,2,2022,中2,,1786,0.75,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,68.0,2,2022,中2,,1790,0.68,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,62.0,2,2022,中2,,1794,0.62,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,78.0,2,2022,中2,,1795,0.78,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,13.0,2,2022,中2,,1799,0.13,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,60.0,2,2022,中2,,1801,0.6,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,79.0,2,2022,中2,,1803,0.79,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,87.0,2,2022,中2,,1808,0.87,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,51.0,2,2022,中2,,1810,0.51,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
,72.0,2,2022,中2,,1811,0.72,2022年度2年C組数学[中学],Benesse模試2回,2022年度 中2 第2回
